"제공대상","제목","내용","게시시작시간","게시종료시간"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-22 06:16:09","2023-12-22 06:16","2023-12-22 07:16"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-21 06:00:00","2023-12-21 06:00","2023-12-21 09:00"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-20 06:34:17","2023-12-20 06:34","2023-12-20 07:34"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다d. 12-19 06:00:37","2023-12-19 06:00","2023-12-19 07:00"
국문,"6호선 마포구청역 무정차 통과 종료",금일 13:22부로 6호선 마포구청역 무정차 통과는 종료되어 열차 정상운행 중입니다. 열차 이용에 참고하시기 바랍니다. 12-18 13:25:17,"2023-12-18 13:25","2023-12-18 14:25"
국문,"6호선 마포구청역 무정차 통과",금일 13:04부터 6호선 마포구청역 승강장 타는 냄새 발생으로 안전을 위해 마포구청역 상하선 무정차 통과 중입니다. 12-18 13:12:20,"2023-12-18 13:12","2023-12-18 14:12"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-18 06:03:04","2023-12-18 06:03","2023-12-18 07:03"
국문,"8호선 복정역 열차 정상운행","09:28경 8호선 복정역 변전소 CO2 분출로 발생한 상하선 열차 무정차 통과는 10:28경 조치완료되어 현재 정상운행 중에 있습니다. 열차 이용에 참고하시기 바랍니다. 12-15 10:31:45","2023-12-15 10:31","2023-12-15 11:31"
국문,"8호선 복정역 변전소 CO2 방출로 무정차 통과","09:28경 8호선 복정역 변전소 CO2 분출로 상하선 열차 무정차 통과 중에 있습니다. 열차 이용에 참고하시기 바랍니다. 12-15 10:05:54","2023-12-15 10:05","2023-12-15 11:05"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  12-15 06:35:25","2023-12-15 06:35","2023-12-15 07:35"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-14 06:31:17","2023-12-14 06:31","2023-12-14 07:31"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-13 06:00:00","2023-12-13 06:00","2023-12-13 09:00"
국문,특정장애인단체 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「특정장애인단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-12 07:52:28","2023-12-12 07:52","2023-12-12 08:52"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-11 06:00:00","2023-12-11 06:00","2023-12-11 07:00"
국문,전국장애인차별철폐단체 불법시위 무정차통과 종료 안내,서울교통공사에서 알려드립니다.현재 「전국장애인차별철폐단체」의 열차운행 방해 불법시위로 인한 4호선 하선 혜화역 무정차 통과는 종료되었습니다.전국장애인차별철폐단체의 불법시위로 인한 열차 운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다. 12-08 08:39:43,"2023-12-08 08:39","2023-12-08 09:39"
국문,전국장애인차별철폐단체 불법시위 무정차통과 안내,서울교통공사에서 알려드립니다.현재 「전국장애인차별철폐단체」의 열차운행 방해 불법시위로 인해 열차가 4호선 하선 혜화역을 무정차 통과하고 있습니다.4호선 하선 혜화역을 이용하실 고객께서는 인근 역에서 하차하여 다른 교통편을 이용하여 주시기 바랍니다.전국장애인차별철폐단체의 불법시위로 인한 열차 운행이 신속히 정상화 될 수 있도록 최선을 다하겠습니다. 12-08 08:15:10,"2023-12-08 08:15","2023-12-08 09:15"
국문,전국장애인차별철폐단체 지하철 불법시위,"서울교통공사에서 알려드립니다.현재 4호선 혜화역에서「전국장애인차별철폐단체」의 불법시위가 진행되고 있습니다.이로 인해 4호선 열차운행이 상당시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 12-08 08:09:16","2023-12-08 08:09","2023-12-08 09:09"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-08 06:02:18","2023-12-08 06:02","2023-12-08 07:02"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다.  12-07 07:31:49","2023-12-07 07:31","2023-12-07 08:31"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-06 06:40:43","2023-12-06 06:40","2023-12-06 07:40"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-05 06:00:00","2023-12-05 06:00","2023-12-05 09:00"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-04 08:00:45","2023-12-04 08:00","2023-12-04 09:00"
국문,"6호선 역사 정전 복구완료","현재 6호선 봉화산,화랑대역,태릉입구역,석계역에서 발생한 역사 정전은 정상복구되었습니다. 열차이용에 참고바랍니다. 12-01 15:06:11","2023-12-01 15:06","2023-12-01 16:06"
국문,"6호선 봉화산역~석계역(4개역) 역사 정전","현재 6호선 봉화산,화랑대역,태릉입구역,석계역에서 역사 정전 발생으로 승강장안전문 개방상태 운영 중입니다. 또한 역사가 어두워 안전사고에 유의하여 주시기 바랍니다. 12-01 14:28:50","2023-12-01 14:28","2023-12-01 15:28"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.오늘 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 12-01 06:00:00","2023-12-01 06:00","2023-12-01 08:00"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.내일 08시부터 4호선에서「전국장애인차별철폐단체」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당 구간 열차 운행이 상당 시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이 점 참고하여 열차를 이용해 주시기 바랍니다. 11-30 20:33:21","2023-11-30 20:33","2023-11-30 21:33"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 11-29 07:00:00","2023-11-29 07:00","2023-11-29 08:00"
국문,전국장애인차별철폐연대 시위 사전안내,"서울교통공사에서 알려드립니다.08시부터 4호선에서「전국장애인차별철폐연대」의 시위가 예정되어 있습니다. 이로 인해 시위가 발생한 해당구간 열차운행이 상당시간 지연될 수 있으며,상황에 따라 해당 역을 무정차 통과할 예정이오니, 이점 참고하여 열차를 이용해 주시기 바랍니다. 11-28 06:32:31","2023-11-28 06:32","2023-11-28 07:32"
국문,『2023 모바일 스탬프투어』 완주 & SNS홍보 이벤트 당첨자 안내,『2023 모바일 스탬프투어』완주 & SNS홍보 이벤트 당첨자 안내모바일 스탬프투어(’23.9.1.~10.31.) 완주 & SNS홍보 이벤트 당첨자를 붙임과 같이 알립니다.○ 이벤트 현황     - 완주자 600명 중 10명 추첨 : 모바일 문화상품권 3만원     - SNS 홍보 이벤트 참가자 중 20명 추첨 : 모바일 문화상품권 1만원  ○ 당첨인원 : 총 28명     - 완주 당첨인원 : 10명     - SNS홍보 이벤트 당첨인원 : 18명(중복응모 및 설문내용 누락 제외)  ○ 경품내용 : 모바일 상품권     - 당첨자 발표일(’23.11.24.) 이후 7일 내 발송 예정  ○ 경품지급 : 당첨자에 한해 당첨내역 문자 전송     - 기타 문의사항이 있는 경우 아래 번호로 연락 바랍니다    ※ 문의사항: 서울교통공사 수송운영처 02-6311-9573(평일 9시-18시)    ※ 당첨자 명단은 아래 홈페이지 링크를 확인하시기 바랍니다.,"2023-11-24 00:00","2023-12-01 00:00"
